"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","EMPINDUS","MFG","THND_PER","M","2013-02",10305.26,
"JPN","EMPINDUS","MFG","THND_PER","M","2013-03",10359.95,
"JPN","EMPINDUS","MFG","THND_PER","M","2013-04",10334.02,
"JPN","EMPINDUS","MFG","THND_PER","M","2013-05",10374.71,
"JPN","EMPINDUS","MFG","THND_PER","M","2013-06",10388.3,
"JPN","EMPINDUS","MFG","THND_PER","M","2013-07",10411.83,
"JPN","EMPINDUS","MFG","THND_PER","M","2013-08",10413.05,
"JPN","EMPINDUS","MFG","THND_PER","M","2013-09",10431.74,
"JPN","EMPINDUS","MFG","THND_PER","M","2013-10",10426.41,
"JPN","EMPINDUS","MFG","THND_PER","M","2013-11",10443.58,
"JPN","EMPINDUS","MFG","THND_PER","M","2013-12",10453.35,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-01",10409.7,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-02",10429.73,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-03",10425.87,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-04",10459.72,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-05",10412.11,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-06",10411.39,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-07",10422.6,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-08",10388.38,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-09",10401.62,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-10",10366.86,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-11",10342.03,
"JPN","EMPINDUS","MFG","THND_PER","M","2014-12",10360,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-01",10344.18,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-02",10383.46,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-03",10369.84,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-04",10366.01,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-05",10364.57,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-06",10330.59,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-07",10345.49,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-08",10331.03,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-09",10301.38,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-10",10350.44,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-11",10379.22,
"JPN","EMPINDUS","MFG","THND_PER","M","2015-12",10373.79,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-01",10427.65,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-02",10375.51,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-03",10365.32,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-04",10404.77,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-05",10376.86,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-06",10397.3,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-07",10399.34,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-08",10411.01,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-09",10415.17,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-10",10441.72,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-11",10414.76,
"JPN","EMPINDUS","MFG","THND_PER","M","2016-12",10450.58,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-01",10445.93,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-02",10461.17,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-03",10504.79,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-04",10476.01,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-05",10528.01,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-06",10494.19,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-07",10545.41,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-08",10518.94,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-09",10566.83,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-10",10551.66,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-11",10564,
"JPN","EMPINDUS","MFG","THND_PER","M","2017-12",10553.06,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-01",10568.31,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-02",10601.14,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-03",10605.27,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-04",10576.94,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-05",10604.87,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-06",10586.06,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-07",10586.44,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-08",10599.92,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-09",10613.42,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-10",10618.07,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-11",10627.57,
"JPN","EMPINDUS","MFG","THND_PER","M","2018-12",10642,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-01",10629.79,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-02",10645.46,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-03",10649.85,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-04",10651.77,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-05",10656.49,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-06",10664.84,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-07",10642.14,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-08",10658.79,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-09",10645.74,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-10",10563.37,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-11",10614.91,
"JPN","EMPINDUS","MFG","THND_PER","M","2019-12",10556.85,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-01",10564.09,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-02",10525.19,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-03",10505.94,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-04",10478.62,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-05",10467.66,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-06",10446.54,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-07",10450.06,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-08",10394.29,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-09",10395.11,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-10",10414.33,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-11",10383.4,
"JPN","EMPINDUS","MFG","THND_PER","M","2020-12",10404.77,
"JPN","EMPINDUS","MFG","THND_PER","M","2021-01",10383.11,
"JPN","EMPINDUS","MFG","THND_PER","M","2021-02",10376.09,
"JPN","EMPINDUS","MFG","THND_PER","M","2021-03",10365.4,
"JPN","EMPINDUS","MFG","THND_PER","M","2021-04",10392.91,
"JPN","EMPINDUS","MFG","THND_PER","M","2021-05",10352.64,
"JPN","EMPINDUS","MFG","THND_PER","M","2021-06",10398.39,
"JPN","EMPINDUS","MFG","THND_PER","M","2021-07",10375.8,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-01",20698.28,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-02",20887.8,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-03",21019.42,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-04",21130.67,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-05",21025.34,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-06",20979.07,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-07",20960.75,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-08",21128.92,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-09",21410.44,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-10",21355.41,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-11",21357.42,
"JPN","EMPINDUS","SERV","THND_PER","M","1965-12",21555.58,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-01",21657.11,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-02",21558.88,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-03",21610.4,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-04",21920.12,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-05",22219.62,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-06",22316.72,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-07",22155.92,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-08",22253.82,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-09",22161.71,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-10",22276.4,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-11",22214.95,
"JPN","EMPINDUS","SERV","THND_PER","M","1966-12",22135.68,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-01",22436.08,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-02",22544.69,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-03",22308.79,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-04",22565.22,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-05",22507.8,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-06",22368.05,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-07",22646.26,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-08",22323.96,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-09",22287.91,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-10",22346.07,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-11",22478.13,
"JPN","EMPINDUS","SERV","THND_PER","M","1967-12",22732.17,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-01",22504.93,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-02",22464.04,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-03",22586.08,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-04",22806.9,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-05",22926.47,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-06",22897.82,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-07",22961.22,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-08",23101.09,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-09",22836.87,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-10",22952.74,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-11",23018.37,
"JPN","EMPINDUS","SERV","THND_PER","M","1968-12",23019.29,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-01",23017.48,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-02",23106.47,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-03",23143.62,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-04",22870.44,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-05",23204.59,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-06",23480.7,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-07",23332.93,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-08",23310.29,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-09",23491.71,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-10",23376.49,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-11",23409.75,
"JPN","EMPINDUS","SERV","THND_PER","M","1969-12",23523.9,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-01",23525.27,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-02",23657.56,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-03",23959.94,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-04",23814.56,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-05",23731.88,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-06",23630.1,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-07",23586.52,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-08",23689.25,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-09",23951.46,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-10",23946.83,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-11",24412.55,
"JPN","EMPINDUS","SERV","THND_PER","M","1970-12",24593.09,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-01",24461.43,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-02",24331.96,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-03",24805.93,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-04",24875.84,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-05",24516.79,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-06",24324.19,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-07",24556.95,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-08",24521.93,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-09",24464.11,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-10",24616.27,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-11",24912.81,
"JPN","EMPINDUS","SERV","THND_PER","M","1971-12",25072.75,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-01",25225.25,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-02",25154.96,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-03",24975.21,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-04",24882.71,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-05",24769.75,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-06",24769.48,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-07",25179.64,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-08",25404.11,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-09",25452.27,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-10",25823.85,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-11",25937.41,
"JPN","EMPINDUS","SERV","THND_PER","M","1972-12",25905.75,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-01",25932.47,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-02",25715.71,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-03",25916.62,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-04",25607.37,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-05",25567.11,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-06",26118.42,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-07",26452.12,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-08",25883.97,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-09",26047.35,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-10",26279.22,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-11",26062.1,
"JPN","EMPINDUS","SERV","THND_PER","M","1973-12",25903.71,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-01",26060.64,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-02",26234.25,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-03",25977.86,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-04",26184.51,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-05",26558.17,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-06",26648.59,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-07",26436.25,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-08",26245.17,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-09",26266.33,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-10",26318.73,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-11",26004.23,
"JPN","EMPINDUS","SERV","THND_PER","M","1974-12",25994.72,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-01",26213.94,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-02",26552.48,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-03",26569.38,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-04",26577.27,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-05",26941.17,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-06",27135.46,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-07",27112.32,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-08",26992.25,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-09",27155.98,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-10",27234.57,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-11",27154.23,
"JPN","EMPINDUS","SERV","THND_PER","M","1975-12",26979.44,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-01",27042.32,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-02",27173.63,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-03",27257.75,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-04",27124.29,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-05",27076.72,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-06",27338.47,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-07",27415.95,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-08",27664.01,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-09",27674.07,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-10",27484.99,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-11",27711.12,
"JPN","EMPINDUS","SERV","THND_PER","M","1976-12",27804.73,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-01",27910.93,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-02",28065.9,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-03",27915.73,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-04",27999.88,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-05",27994.6,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-06",28114.48,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-07",28128.68,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-08",28245.5,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-09",28410.56,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-10",28296.53,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-11",28427.63,
"JPN","EMPINDUS","SERV","THND_PER","M","1977-12",28822.35,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-01",28775.52,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-02",28787.55,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-03",28702.54,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-04",28700.63,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-05",28814.37,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-06",28798.21,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-07",28404.84,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-08",28382.68,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-09",28658.81,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-10",29000.27,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-11",29272.67,
"JPN","EMPINDUS","SERV","THND_PER","M","1978-12",29513.34,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-01",29485.69,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-02",29411.7,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-03",29190.68,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-04",29300.21,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-05",29518.6,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-06",29342.1,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-07",29470.32,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-08",29727.05,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-09",29518.55,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-10",29692.14,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-11",29953.47,
"JPN","EMPINDUS","SERV","THND_PER","M","1979-12",29733.43,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-01",29592.82,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-02",29591.74,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-03",29690.56,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-04",29774.25,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-05",29938.34,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-06",30078.05,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-07",30071.24,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-08",30458.12,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-09",30622.21,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-10",30387.04,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-11",30104.86,
"JPN","EMPINDUS","SERV","THND_PER","M","1980-12",30064.56,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-01",30333.06,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-02",30282.18,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-03",30699.84,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-04",30787.45,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-05",30144.64,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-06",30268.26,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-07",30560.69,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-08",30810.89,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-09",30732.08,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-10",30663.18,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-11",30673.6,
"JPN","EMPINDUS","SERV","THND_PER","M","1981-12",30709.16,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-01",30859.44,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-02",31047.08,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-03",31175.2,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-04",31019.28,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-05",31095.86,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-06",31084.37,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-07",31328.23,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-08",31266.16,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-09",31288.29,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-10",31435.67,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-11",31564.85,
"JPN","EMPINDUS","SERV","THND_PER","M","1982-12",31826.83,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-01",31718,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-02",31739.41,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-03",31701.52,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-04",31959.65,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-05",32108.85,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-06",32221.82,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-07",32227.08,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-08",32137.96,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-09",32236.79,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-10",32323.7,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-11",32338.41,
"JPN","EMPINDUS","SERV","THND_PER","M","1983-12",32256.71,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-01",32236.07,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-02",32112.93,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-03",32198.87,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-04",32491.14,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-05",32591.94,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-06",32654.1,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-07",32516.6,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-08",32538.87,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-09",32556.1,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-10",32588.86,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-11",32577.45,
"JPN","EMPINDUS","SERV","THND_PER","M","1984-12",32515.31,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-01",32564.71,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-02",32733.27,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-03",32722.89,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-04",32607.21,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-05",32797.19,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-06",32749.81,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-07",32668.97,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-08",32659.4,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-09",32817.1,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-10",32915.23,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-11",32927.34,
"JPN","EMPINDUS","SERV","THND_PER","M","1985-12",32646.46,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-01",32910.78,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-02",33166.6,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-03",33401.84,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-04",33267.36,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-05",33325.62,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-06",33454.27,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-07",33541.11,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-08",33461.56,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-09",33607.01,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-10",33755.53,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-11",33625.48,
"JPN","EMPINDUS","SERV","THND_PER","M","1986-12",33446.58,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-01",33559.52,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-02",33716.83,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-03",34086.31,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-04",34379.31,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-05",34262.4,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-06",34344.93,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-07",34479.79,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-08",34491.37,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-09",34379.52,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-10",34423.95,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-11",34489.1,
"JPN","EMPINDUS","SERV","THND_PER","M","1987-12",34382.06,
"JPN","EMPINDUS","SERV","THND_PER","M","1988-01",34338.86,
"JPN","EMPINDUS","SERV","THND_PER","M","1988-02",34312.89,
"JPN","EMPINDUS","SERV","THND_PER","M","1988-03",34335.23,
"JPN","EMPINDUS","SERV","THND_PER","M","1988-04",34804.28,
"JPN","EMPINDUS","SERV","THND_PER","M","1988-05",34991.07,
"JPN","EMPINDUS","SERV","THND_PER","M","1988-06",34887.68,
"JPN","EMPINDUS","SERV","THND_PER","M","1988-07",35156.88,
"JPN","EMPINDUS","SERV","THND_PER","M","1988-08",35272.96,
"JPN","EMPINDUS","SERV","THND_PER","M","1988-09",35083.52,
